time,PH_Sensor,ORP_Sensor,TR_Sensor,CT_Sensor,TDS_Sensor,NH_SEnsor,DO_Sensor,COD_Sensor,BOD_Sensor,
2024-10-13 15:58:04.074	,30.400,,0.000,28.699,-223064890432590708736.000,,,,
2024-10-13 16:28:04.074	,27.923,1.024,0.000,28.704,-222560979855534456832.000,,,,
2024-10-13 16:58:04.074	,31.286,1.024,0.000,28.725,-223137810043744813056.000,,6.475,,
2024-10-13 17:28:04.074	,28.688,,0.000,28.736,-222633846690130427904.000,,6.502,,
2024-10-13 17:58:04.074	,28.275,1.024,0.000,28.720,-222921478931956629504.000,,6.515,,
2024-10-13 18:28:04.074	,28.386,1.024,0.000,28.705,-223137106356303036416.000,,,,
2024-10-13 18:58:04.074	,27.288,,0.000,28.684,-223280465080378982400.000,,6.523,,
2024-10-13 19:28:04.074	,24.780,,0.000,28.611,-55892934726179094528.000,,,,
2024-10-13 19:58:04.074	,26.654,1.024,0.000,28.594,-55802594452794507264.000,,,,
2024-10-13 20:28:04.074	,25.858,1.024,0.000,28.598,-55640346118953369600.000,,6.559,,
2024-10-13 20:58:04.074	,24.035,1.024,0.000,28.556,-55766323763217432576.000,,6.575,,
2024-10-13 21:28:04.074	,26.341,1.024,0.000,28.570,,,6.601,,
2024-10-13 21:58:04.074	,24.559,1.024,0.000,28.560,-55784122657447870464.000,,6.616,,
2024-10-14 07:45:02.035	,27.973,1.024,0.000,27.825,-13619250027560960.000,,6.676,,
2024-10-14 08:15:02.035	,26.251,,0.000,27.760,-13645554554765312.000,,6.595,,
2024-10-14 08:45:02.035	,25.042,,0.000,,-3404838008258560.000,,,,
2024-10-14 09:15:02.035	,29.806,,0.000,27.747,-3409223975174144.000,,6.623,,
2024-10-14 09:45:02.035	,27.701,1.024,0.000,27.732,-3396026077544448.000,,6.727,,
2024-10-14 10:15:02.035	,26.986,1.024,0.000,27.720,-3398219463655424.000,,6.748,,
2024-10-14 10:45:02.035	,24.710,1.024,0.000,27.711,-3401513166700544.000,,6.735,,
2024-10-14 11:15:02.035	,24.791,1.024,0.000,27.726,-3396024466931712.000,,6.736,,
2024-10-14 11:45:02.035	,25.848,1.024,0.000,27.744,-3404836397645824.000,,6.754,,
2024-10-14 12:15:02.035	,29.665,1.024,0.000,27.821,-13632399069937664.000,,,,
2024-10-14 12:45:02.035	,26.623,1.024,0.000,27.891,-13588576444874752.000,,6.812,,
2024-10-14 13:15:02.035	,26.261,1.024,0.000,27.981,-54529896927461376.000,,6.737,,
2024-10-14 13:45:02.035	,27.208,,0.000,28.072,-218399860095713280.000,,6.672,,
2024-10-14 14:15:02.035	,24.237,1.024,0.000,28.069,-217556689296031744.000,,,,
2024-10-14 14:45:02.035	,25.636,1.024,0.000,28.156,-872467561881534464.000,,,,
2024-10-14 15:15:02.035	,28.406,,0.000,28.170,-870504315150663680.000,,6.664,,
2024-10-14 15:45:02.035	,,1.024,0.000,28.234,-872478350839382016.000,,6.666,,
2024-10-14 16:15:02.035	,29.836,1.024,0.000,28.233,-873606106172096512.000,,6.655,,
2024-10-14 16:45:02.035	,27.117,,0.000,28.252,-869384462557773824.000,,6.603,,
2024-10-14 17:15:02.035	,28.718,1.024,0.000,28.242,-873042331584954368.000,,6.565,,
2024-10-14 17:45:02.035	,31.044,,0.000,28.188,-871913751618519040.000,,,,
2024-10-14 18:15:02.035	,,,0.000,28.176,-869657416319369216.000,,6.512,,
2024-10-14 18:45:02.035	,29.332,,0.000,28.150,-218050662074679296.000,,6.467,,
2024-10-14 19:15:02.035	,,,0.000,28.057,-217485856695386112.000,,6.369,,
2024-10-14 19:45:02.035	,32.616,1.024,0.000,28.020,-54565429191901184.000,,,,
2024-10-14 20:15:02.035	,33.180,,0.000,27.941,-54564733407199232.000,,6.332,,
2024-10-14 20:45:02.035	,,,0.000,27.882,-13592948721582080.000,,6.357,,
2024-10-14 21:15:02.035	,,,0.000,27.836,-13619240363884544.000,,6.356,,
2024-10-14 21:45:02.035	,,,0.000,27.793,-13645560997216256.000,,,,
2024-10-15 07:56:52.135	,30.813,1.024,0.000,27.407,,136315008.000,6.470,,
2024-10-15 08:26:52.135	,29.725,1.024,0.000,27.412,-213280022855680.000,136315008.000,6.452,,
2024-10-15 08:56:52.135	,30.541,,0.000,,-212867957653504.000,136315008.000,6.419,,
2024-10-15 09:26:52.135	,27.711,1.024,0.000,27.417,-212867957653504.000,136315008.000,6.521,,
2024-10-15 09:56:52.135	,31.034,1.024,0.000,,-212524662259712.000,136315008.000,6.536,,
2024-10-15 10:26:52.135	,28.144,1.024,0.000,27.420,-212319695011840.000,136315008.000,,,
2024-10-15 10:56:52.135	,27.741,1.024,0.000,27.485,-212457972826112.000,136315008.000,6.605,,
2024-10-15 11:26:52.135	,18.617,1.024,0.000,27.557,-853122909995008.000,136315008.000,6.611,,
2024-10-15 11:56:52.135	,22.222,1.024,0.000,27.629,-849009740611584.000,136315008.000,6.555,,
2024-10-15 12:26:52.135	,27.067,1.024,0.000,27.669,-3398189935755264.000,136315008.000,,,
2024-10-15 12:56:52.135	,29.735,1.024,0.000,27.677,-3412488955625472.000,136315008.000,,,
2024-10-15 13:26:52.135	,31.145,1.024,0.000,27.646,-852035343745024.000,136315008.000,,,
2024-10-15 13:56:52.135	,36.261,,0.000,27.610,-851480823201792.000,136315008.000,6.578,,
2024-10-15 14:26:52.135	,32.374,1.024,0.000,,-850382720860160.000,136315008.000,6.611,,
2024-10-15 14:56:52.135	,29.594,,0.000,27.661,-3400386543091712.000,136315008.000,6.600,,
2024-10-15 15:26:52.135	,34.066,1.024,0.000,27.698,,136315008.000,6.557,,
2024-10-15 15:56:52.135	,25.818,1.024,0.000,27.728,-3396024466931712.000,136315008.000,,,
2024-10-15 16:26:52.135	,32.706,1.024,0.000,27.733,-3408129295384576.000,136315008.000,6.625,,
2024-10-15 16:56:52.135	,32.605,,0.000,27.782,-13597132019728384.000,136315008.000,6.543,,
2024-10-15 17:26:52.135	,30.622,1.024,0.000,27.836,-13619240363884544.000,136315008.000,,,
2024-10-15 17:56:52.135	,32.646,1.024,0.000,27.859,-13606097763958784.000,136315008.000,6.537,,
2024-10-15 18:26:52.135	,30.269,,0.000,27.859,-13606097763958784.000,136315008.000,6.557,,
2024-10-15 18:56:52.135	,31.286,1.024,0.000,27.852,-13606078436605952.000,136315008.000,6.485,,
2024-10-15 19:26:52.135	,29.433,,0.000,,-13619243585110016.000,136315008.000,6.486,,
2024-10-16 07:58:36.122	,31.347,,0.000,27.355,-53097275588608.000,136315008.000,,,
2024-10-16 08:28:36.122	,26.412,1.024,0.000,27.368,-53269170749440.000,136315008.000,6.313,,
2024-10-16 08:58:36.122	,27.741,1.024,0.000,27.401,-212455154253824.000,136315008.000,,,
2024-10-16 09:28:36.122	,28.074,1.024,0.000,27.398,-212524712591360.000,136315008.000,6.430,,
2024-10-16 09:58:36.122	,25.546,,0.000,27.505,-212939646697472.000,136315008.000,6.467,,
2024-10-16 10:28:36.122	,27.318,1.024,0.000,27.517,-853122909995008.000,136315008.000,6.377,,
2024-10-16 10:58:36.122	,26.593,1.024,0.000,27.632,-849833367699456.000,136315008.000,6.363,,
2024-10-16 11:28:36.122	,29.071,1.024,0.000,27.707,-3401510750781440.000,136315008.000,,,
2024-10-16 11:58:36.122	,28.416,1.024,0.000,27.796,-13583966871224320.000,136315008.000,,,
2024-10-16 12:28:36.122	,27.077,1.024,0.000,27.880,-13592948721582080.000,136315008.000,6.260,,
2024-10-16 12:58:36.122	,26.674,1.024,0.000,,-54547295839977472.000,136315008.000,6.255,,
2024-10-16 13:28:36.122	,25.647,1.024,0.000,28.044,-218328512098992128.000,136315008.000,6.214,,
2024-10-16 13:58:36.122	,25.153,1.024,0.000,28.125,-217698096799285248.000,136315008.000,,,
2024-10-16 14:28:36.122	,27.600,1.024,0.000,28.170,-873314254554398720.000,136315008.000,6.279,,
2024-10-16 14:58:36.122	,26.583,1.024,0.000,28.210,-871349358556086272.000,136315008.000,6.302,,
2024-10-16 15:28:36.122	,25.929,1.024,0.000,28.207,-873324425036955648.000,136315008.000,6.309,,
2024-10-16 15:58:36.122	,27.288,1.024,0.000,28.254,-869385287191494656.000,136315008.000,,,
2024-10-16 16:28:36.122	,29.443,1.024,0.000,28.242,-873324218878525440.000,136315008.000,,,
2024-10-16 16:58:36.122	,19.090,1.024,0.000,28.218,-871631864324947968.000,136315008.000,,,
2024-10-16 17:28:36.122	,26.956,1.024,0.000,28.189,-869657416319369216.000,136315008.000,6.426,,
2024-10-16 17:58:36.122	,26.120,,0.000,28.159,-873032573419257856.000,136315008.000,6.535,,
2024-10-16 18:28:36.122	,24.539,,0.000,28.143,-217909769967501312.000,136315008.000,6.534,,
2024-10-16 18:58:36.122	,27.147,1.024,0.000,28.108,-217556689296031744.000,136315008.000,,,
2024-10-16 19:28:36.122	,26.976,1.024,0.000,28.066,-218399653937283072.000,136315008.000,6.701,,
2024-10-16 19:58:36.122	,24.710,1.024,0.000,28.007,-54547811236052992.000,136315008.000,,,
2024-10-16 20:28:36.122	,23.884,,0.000,27.974,-54565016875040768.000,136315008.000,,,
2024-10-16 20:58:36.122	,24.307,1.024,0.000,27.916,-54582093665009664.000,136315008.000,6.733,,
2024-10-16 21:28:36.122	,22.525,,0.000,27.845,-13610463598215168.000,136315008.000,6.817,,
2024-10-16 21:58:36.122	,21.306,,0.000,27.766,-3404836397645824.000,136315008.000,,,
